MODEL: FLAME 
N_ATTRIBUTES: 2 
N_OBJECTS: 240 
DATASET:
6.200000 21.950000 1
11.800000 19.450000 2
4.550000 26.650000 1
2.700000 17.800000 2
4.300000 18.050000 2
7.450000 27.600000 1
9.400000 17.600000 2
5.550000 25.250000 1
9.900000 19.750000 2
6.750000 23.950000 1
8.450000 16.050000 2
10.200000 16.000000 2
8.800000 22.950000 1
11.150000 19.000000 2
12.250000 21.850000 2
9.950000 26.500000 1
10.450000 20.000000 2
8.550000 20.600000 1
6.200000 25.200000 1
11.900000 18.850000 2
7.000000 20.700000 1
1.250000 20.350000 2
1.900000 21.250000 2
8.350000 25.200000 1
8.400000 18.100000 2
7.500000 25.650000 1
3.450000 19.900000 2
12.800000 21.500000 2
12.550000 20.950000 2
13.350000 23.500000 2
5.000000 25.550000 1
7.300000 24.400000 1
6.250000 24.650000 1
0.650000 21.350000 2
8.050000 25.800000 1
6.600000 17.650000 2
6.650000 18.300000 2
1.850000 27.800000 1
0.850000 23.050000 2
10.400000 18.250000 2
14.050000 22.250000 2
9.200000 25.350000 1
6.800000 14.950000 2
5.450000 17.150000 2
9.050000 26.600000 1
6.850000 23.000000 1
7.600000 21.200000 1
7.050000 25.850000 1
3.050000 20.450000 2
1.400000 23.250000 2
3.700000 20.450000 2
1.950000 22.800000 2
1.800000 22.000000 2
2.400000 18.250000 2
9.700000 22.950000 1
7.150000 17.800000 2
13.300000 24.000000 2
4.450000 19.900000 2
11.750000 22.100000 2
9.350000 20.500000 1
6.600000 26.600000 1
7.900000 25.300000 1
2.400000 20.050000 2
5.250000 18.250000 2
7.700000 20.050000 2
7.300000 17.250000 2
9.300000 22.000000 1
6.500000 27.600000 1
11.700000 20.600000 2
7.950000 24.050000 1
11.950000 18.250000 2
5.850000 14.800000 2
9.200000 24.500000 1
4.100000 23.450000 1
1.700000 19.050000 2
4.550000 24.150000 1
3.350000 17.300000 2
7.700000 26.650000 1
3.900000 25.950000 1
6.850000 24.450000 1
8.900000 23.700000 1
13.550000 21.000000 2
6.850000 14.450000 2
5.550000 24.500000 1
7.300000 18.350000 2
6.150000 22.500000 1
2.400000 22.450000 2
6.050000 19.550000 2
7.500000 26.200000 1
7.900000 16.100000 2
9.600000 15.300000 2
6.700000 21.300000 1
11.050000 19.450000 2
7.300000 19.150000 2
7.600000 23.150000 1
13.000000 22.700000 2
2.950000 21.400000 2
5.550000 26.100000 1
8.000000 17.450000 2
7.750000 22.100000 1
7.300000 23.750000 1
6.500000 26.100000 1
1.350000 20.900000 2
10.750000 16.600000 2
8.350000 27.350000 1
8.800000 25.800000 1
4.400000 16.950000 2
7.300000 16.650000 2
5.350000 22.800000 1
8.800000 24.800000 1
3.450000 18.050000 2
0.500000 22.350000 2
8.850000 15.350000 2
12.500000 22.250000 2
7.450000 15.100000 2
6.100000 17.450000 2
5.950000 16.800000 2
8.300000 23.400000 1
6.700000 16.800000 2
2.950000 19.500000 2
7.600000 17.700000 2
6.750000 16.300000 2
7.350000 15.800000 2
6.150000 25.800000 1
7.400000 22.600000 1
6.500000 23.600000 1
4.250000 17.400000 2
11.100000 17.650000 2
1.350000 22.650000 2
10.550000 25.600000 1
8.500000 22.300000 1
6.800000 25.050000 1
5.600000 17.800000 2
1.350000 26.650000 1
5.250000 26.750000 1
2.500000 21.000000 2
5.750000 18.550000 2
8.050000 22.900000 1
6.650000 25.450000 1
11.650000 17.450000 2
6.250000 16.400000 2
10.000000 18.950000 2
6.050000 18.200000 2
9.250000 27.200000 1
12.200000 22.850000 2
12.050000 21.250000 2
7.400000 25.250000 1
11.250000 18.400000 2
8.300000 21.450000 1
8.050000 16.500000 2
9.300000 18.700000 2
2.850000 18.750000 2
8.650000 16.650000 2
12.500000 19.750000 2
5.650000 22.200000 1
12.600000 18.900000 2
5.250000 20.350000 2
7.950000 19.350000 2
5.650000 16.000000 2
8.200000 15.500000 2
12.950000 22.000000 2
1.100000 22.050000 2
6.700000 17.250000 2
12.700000 23.350000 2
4.000000 19.100000 2
7.800000 17.000000 2
10.600000 18.900000 2
3.800000 18.550000 2
2.400000 19.400000 2
1.750000 20.050000 2
8.550000 14.650000 2
3.950000 24.400000 1
5.300000 19.250000 2
7.150000 21.750000 1
10.450000 17.200000 2
13.500000 22.800000 2
10.300000 19.400000 2
9.550000 26.050000 1
10.850000 20.850000 2
8.400000 17.100000 2
5.700000 23.400000 1
3.950000 19.600000 2
6.900000 27.150000 1
9.150000 16.000000 2
7.850000 18.300000 2
9.050000 18.250000 2
4.550000 16.050000 2
8.150000 26.350000 1
14.200000 23.050000 2
4.650000 22.550000 1
6.550000 15.750000 2
11.200000 20.250000 2
3.750000 25.250000 1
14.100000 23.600000 2
7.900000 21.600000 1
9.850000 17.100000 2
4.650000 25.100000 1
11.400000 21.250000 2
12.300000 20.450000 2
6.750000 22.400000 1
7.400000 16.200000 2
8.650000 17.750000 2
2.000000 20.600000 2
6.500000 18.900000 2
9.850000 18.150000 2
2.500000 21.850000 2
8.500000 18.800000 2
9.900000 24.950000 1
11.900000 20.050000 2
10.150000 17.700000 2
12.950000 20.550000 2
8.050000 24.700000 1
5.600000 15.300000 2
13.050000 19.900000 2
5.100000 23.550000 1
6.100000 24.050000 1
6.150000 26.900000 1
5.500000 24.000000 1
8.550000 24.200000 1
7.550000 24.850000 1
4.850000 18.450000 2
5.050000 16.550000 2
4.800000 17.650000 2
10.350000 24.100000 1
4.950000 15.450000 2
8.900000 17.100000 2
9.550000 23.650000 1
6.150000 20.700000 1
3.700000 16.300000 2
4.650000 19.150000 2
5.200000 21.100000 2
9.150000 19.150000 2
1.350000 21.450000 2
9.500000 16.650000 2
6.750000 19.900000 2
6.200000 23.250000 1
13.550000 22.200000 2
3.250000 19.050000 2
13.600000 21.600000 2
7.600000 14.600000 2
